"","n","k","normality","sphericity","hypothesis","p","BF","mauchly","mardia","eta"
"6689",45,3,TRUE,TRUE,"Ha",0.033,2.53240452473665,0.916,0.806946265526399,0.056
"6690",150,3,TRUE,TRUE,"Ha",6.68e-12,4017306978.18618,0.305,0.956366400301199,0.1
"6691",15,3,FALSE,TRUE,"Ha",0.019,7.82024678348438,0.945,0.925648356018822,0.197
"6692",45,3,FALSE,TRUE,"Ha",0.213,0.3063055642118,0.038,0.00608794179459715,0.02
"6693",150,3,FALSE,TRUE,"Ha",3.13e-09,16725345.6407263,0.18,1.55431223447522e-15,0.083
"6694",15,3,TRUE,FALSE,"Ha",0.182,0.575041367732638,0.501,0.983281564785305,0.044
"6695",45,3,TRUE,FALSE,"Ha",4.85e-06,3632.51730209055,0.055,0.871300740673003,0.087
"6696",150,3,TRUE,FALSE,"Ha",1.09e-10,81223613.6707652,0.000136,0.975128844928693,0.063
"6697",15,3,TRUE,TRUE,"H0",0.955,0.170389394843788,0.635,0.997139577975544,0.002
"6698",45,3,TRUE,TRUE,"H0",0.597,0.11475418041058,0.992,0.355576662600116,0.008
"6699",150,3,TRUE,TRUE,"H0",0.184,0.147350829886115,0.844,0.306031607401845,0.008
"6700",15,3,FALSE,TRUE,"H0",0.854,0.187597922143106,0.849,0.889394792947835,0.009
"6701",45,3,FALSE,TRUE,"H0",0.784,0.0898901861313208,0.208,0.0115187754410808,0.004
"6702",150,3,FALSE,TRUE,"H0",0.057,0.457145613321488,0.705,2.9787283750693e-13,0.012
"6703",15,3,TRUE,FALSE,"H0",0.158,0.63963477236937,0.148,0.99989577043229,0.049
"6704",45,3,TRUE,FALSE,"H0",0.985,0.0715907117918961,0.101,0.99431386045246,0.000127
"6705",150,3,TRUE,FALSE,"H0",0.798,0.0300169163575915,1.18e-06,0.18492356319305,0.000602
"6706",15,3,TRUE,TRUE,"Ha",0.117,1.04406639996177,0.803,0.88792337355167,0.093
"6707",45,3,TRUE,TRUE,"Ha",0.002,66.9461909325767,0.568,0.74025934092774,0.104
"6708",150,3,TRUE,TRUE,"Ha",2.03e-08,2685685.79494242,0.642,0.729735818935564,0.076
"6709",15,3,FALSE,TRUE,"Ha",0.061,2.01337266953916,0.136,0.833859243135039,0.13
"6710",45,3,FALSE,TRUE,"Ha",0.029,2.42558589449206,0.162,0.144169419026721,0.053
"6711",150,3,FALSE,TRUE,"Ha",1.45e-08,4628521.63311559,0.096,1.01030295240889e-14,0.079
"6712",15,3,TRUE,FALSE,"Ha",0.104,0.841492377653434,0.087,0.774276592466839,0.039
"6713",45,3,TRUE,FALSE,"Ha",0.008,4.61565900062764,0.522,0.628856592919844,0.042
"6714",150,3,TRUE,FALSE,"Ha",5.12e-15,1453287830746.52,0.064,0.87788707759694,0.095
"6715",15,3,TRUE,TRUE,"H0",0.848,0.183761851013569,0.361,0.907315265531869,0.007
"6716",45,3,TRUE,TRUE,"H0",0.843,0.08278121518673,0.175,0.71870658125738,0.002
"6717",150,3,TRUE,TRUE,"H0",0.949,0.0256975172478443,0.239,0.549361889168624,0.000229
"6718",15,3,FALSE,TRUE,"H0",0.744,0.212654795080162,0.299,0.737981957952744,0.016
"6719",45,3,FALSE,TRUE,"H0",0.996,0.0708175463931917,0.389,0.297430087814877,7.85e-05
"6720",150,3,FALSE,TRUE,"H0",0.911,0.0275938884205583,0.616,3.99680288865056e-15,0.000401
"6721",15,3,TRUE,FALSE,"H0",0.51,0.266838945868798,0.046,0.730574632058422,0.019
"6722",45,3,TRUE,FALSE,"H0",0.025,1.72982772734712,0.278,0.52654198493005,0.03
"6723",150,3,TRUE,FALSE,"H0",0.667,0.0361511791825311,0.005,0.51532112395042,0.001
"6724",15,3,TRUE,TRUE,"Ha",0.381,0.365010940929033,0.271,0.963313692994265,0.042
"6725",45,3,TRUE,TRUE,"Ha",0.155,0.375108327510666,0.246,0.156630179197839,0.023
"6726",150,3,TRUE,TRUE,"Ha",5.67e-07,92208.571555981,0.196,0.98021280862304,0.063
"6727",15,3,FALSE,TRUE,"Ha",0.058,1.95538266250911,0.525,0.55310531750357,0.124
"6728",45,3,FALSE,TRUE,"Ha",0.003,23.8856346908736,0.417,0.0102136648832168,0.084
"6729",150,3,FALSE,TRUE,"Ha",1.2e-11,6135802227.87973,0.502,2.1192658739011e-10,0.105
"6730",15,3,TRUE,FALSE,"Ha",0.046,1.66679912377345,0.057,0.980078830962951,0.082
"6731",45,3,TRUE,FALSE,"Ha",2.74e-05,801.805918546392,0.439,0.904707107468111,0.094
"6732",150,3,TRUE,FALSE,"Ha",1.08e-12,8174267193.0059,0.000525,0.823931073801037,0.086
"6733",15,3,TRUE,TRUE,"H0",0.415,0.328012969306424,0.268,0.92345855771224,0.035
"6734",45,3,TRUE,TRUE,"H0",0.8,0.0858142742271614,0.281,0.475934967614413,0.003
"6735",150,3,TRUE,TRUE,"H0",0.985,0.025423420004721,0.36,0.792508537783203,7.25e-05
"6736",15,3,FALSE,TRUE,"H0",0.481,0.308700260071981,0.265,0.946507306663679,0.034
"6737",45,3,FALSE,TRUE,"H0",0.287,0.253656679117445,0.679,0.000835457316448962,0.017
"6738",150,3,FALSE,TRUE,"H0",0.251,0.102499824148807,0.727,1.67068740031251e-06,0.006
"6739",15,3,TRUE,FALSE,"H0",0.51,0.268804113637822,0.002,0.939120809047152,0.02
"6740",45,3,TRUE,FALSE,"H0",0.829,0.084174718795283,0.581,0.913882160848145,0.002
"6741",150,3,TRUE,FALSE,"H0",0.664,0.0355378583552214,0.003,0.802940793827418,0.001
"6742",15,3,TRUE,TRUE,"Ha",0.565,0.282066883981456,0.468,0.957284948183336,0.034
"6743",45,3,TRUE,TRUE,"Ha",0.042,1.67097991186097,0.171,0.907628310466127,0.048
"6744",150,3,TRUE,TRUE,"Ha",3.68e-06,12689.0937214804,0.843,0.611358600937505,0.055
"6745",15,3,FALSE,TRUE,"Ha",0.101,1.0326080191468,0.33,0.576994157043052,0.084
"6746",45,3,FALSE,TRUE,"Ha",0.031,1.88516409148341,0.601,0.111319074323274,0.048
"6747",150,3,FALSE,TRUE,"Ha",3.68e-06,9127.29348199528,0.985,3.04780120141679e-07,0.053
"6748",15,3,TRUE,FALSE,"Ha",0.098,0.911047534954988,0.133,0.964114011040658,0.061
"6749",45,3,TRUE,FALSE,"Ha",6.85e-06,2952.16207127006,0.13,0.597592422554467,0.11
"6750",150,3,TRUE,FALSE,"Ha",3.45e-12,2276237142.31298,1.55e-06,0.93721462292859,0.067
"6751",15,3,TRUE,TRUE,"H0",0.646,0.235634769606154,0.39,0.72554680618919,0.02
"6752",45,3,TRUE,TRUE,"H0",0.176,0.38658561459321,0.507,0.990246175452635,0.026
"6753",150,3,TRUE,TRUE,"H0",0.64,0.0397728249743235,0.783,0.516449738198883,0.002
"6754",15,3,FALSE,TRUE,"H0",0.565,0.276536435945562,0.246,0.328428609333654,0.032
"6755",45,3,FALSE,TRUE,"H0",0.632,0.110881412017803,0.059,0.0434447665118595,0.007
"6756",150,3,FALSE,TRUE,"H0",0.27,0.0913554086475853,0.975,4.56248907609869e-06,0.006
"6757",15,3,TRUE,FALSE,"H0",0.153,0.668640136704292,0.117,0.945764810566347,0.055
"6758",45,3,TRUE,FALSE,"H0",0.236,0.25001854653885,0.038,0.964749664559689,0.014
"6759",150,3,TRUE,FALSE,"H0",0.39,0.0598897199899735,0.015,0.0300346041270046,0.002
"6760",15,3,TRUE,TRUE,"Ha",0.039,3.12695613290681,0.695,0.995977861906388,0.149
"6761",45,3,TRUE,TRUE,"Ha",0.009,8.35526601723828,0.379,0.735553756281811,0.071
"6762",150,3,TRUE,TRUE,"Ha",0.000486,67.9328078365263,0.231,0.113451641966475,0.034
"6763",15,3,FALSE,TRUE,"Ha",0.158,0.923627825211058,0.886,0.924095907917471,0.097
"6764",45,3,FALSE,TRUE,"Ha",0.008,9.22430871696509,0.177,0.0352776682630703,0.073
"6765",150,3,FALSE,TRUE,"Ha",1.47e-05,2185.26451185161,0.826,2.99815727800024e-12,0.047
"6766",15,3,TRUE,FALSE,"Ha",0.018,3.94176423159402,0.194,0.973016466125359,0.129
"6767",45,3,TRUE,FALSE,"Ha",0.000223,116.146555176718,0.021,0.990074370510749,0.071
"6768",150,3,TRUE,FALSE,"Ha",1.21e-15,5094488394430.97,8.03e-06,0.51615461211509,0.087
"6769",15,3,TRUE,TRUE,"H0",0.103,1.09419197040752,0.606,0.706601940912427,0.094
"6770",45,3,TRUE,TRUE,"H0",0.276,0.23238571121171,0.177,0.0480880552495043,0.017
"6771",150,3,TRUE,TRUE,"H0",0.761,0.0324798119134384,0.58,0.900243728510622,0.001
"6772",15,3,FALSE,TRUE,"H0",0.408,0.372063086670735,0.294,0.742356468602939,0.049
"6773",45,3,FALSE,TRUE,"H0",0.483,0.144836509062605,0.286,0.0311506236448114,0.011
"6774",150,3,FALSE,TRUE,"H0",0.355,0.0721775137949028,0.797,5.23761967130554e-09,0.005
"6775",15,3,TRUE,FALSE,"H0",0.387,0.341852236554874,0.29,0.656973346131811,0.036
"6776",45,3,TRUE,FALSE,"H0",0.646,0.103216313285692,0.008,0.991762791021381,0.004
"6777",150,3,TRUE,FALSE,"H0",0.134,0.164104872807753,0.000163,0.984886850050132,0.005
"6778",15,3,TRUE,TRUE,"Ha",0.11,1.19966279113972,0.3,0.732542363008954,0.106
"6779",45,3,TRUE,TRUE,"Ha",1.45e-06,69759.8122418929,0.374,0.278223370310327,0.186
"6780",150,3,TRUE,TRUE,"Ha",1.67e-10,1478763654.14285,0.32,0.851307417261237,0.103
"6781",15,3,FALSE,TRUE,"Ha",0.142,1.11455546877928,0.451,0.976734539912658,0.11
"6782",45,3,FALSE,TRUE,"Ha",0.724,0.101207727351163,0.897,0.00788304038100651,0.006
"6783",150,3,FALSE,TRUE,"Ha",9.34e-08,429371.043960516,0.904,8.01107814563107e-06,0.068
"6784",15,3,TRUE,FALSE,"Ha",0.104,0.924351947105655,0.84,0.796367588515889,0.071
"6785",45,3,TRUE,FALSE,"Ha",0.000325,82.1365622577551,0.921,0.759603441520563,0.07
"6786",150,3,TRUE,FALSE,"Ha",3.89e-12,2154854266.50606,0.000436,0.506703441414602,0.074
"6787",15,3,TRUE,TRUE,"H0",0.398,0.363270221905534,0.769,0.886524810813299,0.045
"6788",45,3,TRUE,TRUE,"H0",0.548,0.128463886836664,0.283,0.975530405196656,0.009
"6789",150,3,TRUE,TRUE,"H0",0.391,0.0654819930194591,0.556,0.808162410140322,0.004
"6790",15,3,FALSE,TRUE,"H0",0.194,0.585168309922118,0.312,0.900258669040011,0.057
"6791",45,3,FALSE,TRUE,"H0",0.087,0.664526587547704,0.666,0.395841937959247,0.031
"6792",150,3,FALSE,TRUE,"H0",0.691,0.0371478954203226,0.362,5.53539690750782e-08,0.002
"6793",15,3,TRUE,FALSE,"H0",0.752,0.200768264821388,0.051,0.97022943840793,0.008
"6794",45,3,TRUE,FALSE,"H0",0.018,2.22788606964171,0.295,0.903783779870741,0.035
"6795",150,3,TRUE,FALSE,"H0",0.875,0.0275344773485178,0.005,0.794001236493715,0.000345
"6796",15,3,TRUE,TRUE,"Ha",0.466,0.29398539240262,0.055,0.963148486937536,0.029
"6797",45,3,TRUE,TRUE,"Ha",0.533,0.130084162999306,0.802,0.699435347455545,0.009
"6798",150,3,TRUE,TRUE,"Ha",1.95e-05,2033.97952258645,0.092,0.920676641455578,0.048
"6799",15,3,FALSE,TRUE,"Ha",0.725,0.213574770636633,0.388,0.521554422466582,0.015
"6800",45,3,FALSE,TRUE,"Ha",0.000206,339.835814252807,0.514,0.108237174870905,0.119
"6801",150,3,FALSE,TRUE,"Ha",7.47e-09,9939446.61091664,0.814,1.57973485181984e-07,0.082
"6802",15,3,TRUE,FALSE,"Ha",0.106,1.02993584221299,0.071,0.62229725771713,0.083
"6803",45,3,TRUE,FALSE,"Ha",1.39e-05,2353.5438011655,0.244,0.84461102675679,0.129
"6804",150,3,TRUE,FALSE,"Ha",3.19e-11,270027505.750355,7.96e-10,0.577613685342212,0.068
"6805",15,3,TRUE,TRUE,"H0",0.37,0.391189066191708,0.735,0.914179321079502,0.048
"6806",45,3,TRUE,TRUE,"H0",0.971,0.0729365258437202,0.194,0.851436722257751,0.000447
"6807",150,3,TRUE,TRUE,"H0",0.068,0.463738676703721,0.226,0.574704811819113,0.013
"6808",15,3,FALSE,TRUE,"H0",0.541,0.264775631974568,0.74,0.53451657235093,0.025
"6809",45,3,FALSE,TRUE,"H0",0.553,0.121104107689574,0.789,0.0254037449866613,0.008
"6810",150,3,FALSE,TRUE,"H0",0.925,0.0266662829506407,0.243,2.77780288215901e-07,0.000352
"6811",15,3,TRUE,FALSE,"H0",0.123,0.782467967962219,0.988,0.99531920611278,0.06
"6812",45,3,TRUE,FALSE,"H0",0.6,0.109272997020775,0.684,0.538877794524317,0.003
"6813",150,3,TRUE,FALSE,"H0",0.528,0.0455410274095401,7.28e-07,0.692273161184774,0.002
"6814",15,3,TRUE,TRUE,"Ha",0.053,1.85375819106529,0.458,0.937013200683311,0.112
"6815",45,3,TRUE,TRUE,"Ha",0.103,0.63619192849959,0.125,0.407465139534787,0.033
"6816",150,3,TRUE,TRUE,"Ha",1.07e-05,2343.89687237099,0.445,0.638605935774174,0.047
"6817",15,3,FALSE,TRUE,"Ha",0.723,0.210447724423317,0.959,0.676654851155041,0.014
"6818",45,3,FALSE,TRUE,"Ha",0.061,1.18090452532813,0.978,0.404240786391787,0.044
"6819",150,3,FALSE,TRUE,"Ha",0.004,8.36547024040927,0.545,3.60767526963457e-10,0.026
"6820",15,3,TRUE,FALSE,"Ha",0.06,1.3796701192858,0.074,0.502187828771885,0.082
"6821",45,3,TRUE,FALSE,"Ha",2.86e-06,5745.53367466394,0.153,0.13719783976739,0.09
"6822",150,3,TRUE,FALSE,"Ha",6.64e-12,1242320173.13076,2.45e-07,0.874218720190268,0.068
"6823",15,3,TRUE,TRUE,"H0",0.052,2.3785778236687,0.352,0.835522425305117,0.137
"6824",45,3,TRUE,TRUE,"H0",0.075,0.85473210699288,0.602,0.151037028627742,0.037
"6825",150,3,TRUE,TRUE,"H0",0.654,0.0386084997567389,0.154,0.789563721663238,0.002
"6826",15,3,FALSE,TRUE,"H0",0.759,0.201010281061382,0.912,0.796410467594346,0.012
"6827",45,3,FALSE,TRUE,"H0",0.725,0.0942009850955668,0.342,0.078944544443214,0.004
"6828",150,3,FALSE,TRUE,"H0",0.416,0.0631175082507636,0.634,4.44089209850063e-16,0.004
"6829",15,3,TRUE,FALSE,"H0",0.674,0.217874980612654,0.01,0.99636642407297,0.01
"6830",45,3,TRUE,FALSE,"H0",0.041,1.09935882043091,0.028,0.575911665892333,0.021
"6831",150,3,TRUE,FALSE,"H0",0.915,0.0267157452422775,0.001,0.856295692988875,0.000248
"6832",15,3,TRUE,TRUE,"Ha",0.313,0.483977689544533,0.095,0.991651801404291,0.064
"6833",45,3,TRUE,TRUE,"Ha",0.032,2.17516022699216,0.603,0.691323928005474,0.053
"6834",150,3,TRUE,TRUE,"Ha",7.71e-07,58414.9308703446,0.746,0.989392056845656,0.061
"6835",15,3,FALSE,TRUE,"Ha",0.079,1.41211476304761,0.427,0.725033701009088,0.106
"6836",45,3,FALSE,TRUE,"Ha",0.025,3.16650316531781,0.874,0.282937604806734,0.059
"6837",150,3,FALSE,TRUE,"Ha",1.3e-10,718443784.211343,0.569,4.47805126313483e-11,0.098
"6838",15,3,TRUE,FALSE,"Ha",0.179,0.736188948334746,0.571,0.964134927092857,0.081
"6839",45,3,TRUE,FALSE,"Ha",2.92e-05,710.908489920806,0.034,0.93123283769547,0.083
"6840",150,3,TRUE,FALSE,"Ha",7.47e-10,12330397.5668992,0.004,0.814684959830302,0.053
"6841",15,3,TRUE,TRUE,"H0",0.44,0.344949910126213,0.786,0.295349828750016,0.043
"6842",45,3,TRUE,TRUE,"H0",0.747,0.0945800318935247,0.82,0.945370912102204,0.004
"6843",150,3,TRUE,TRUE,"H0",0.289,0.0834133638979971,0.017,0.886053355765746,0.005
"6844",15,3,FALSE,TRUE,"H0",0.794,0.195498780454632,0.646,0.908568211312317,0.01
"6845",45,3,FALSE,TRUE,"H0",0.221,0.296033291995943,0.199,0.758577716191481,0.021
"6846",150,3,FALSE,TRUE,"H0",0.641,0.0395631981302943,0.308,1.9506618542664e-13,0.002
"6847",15,3,TRUE,FALSE,"H0",0.515,0.264063820087161,0.019,0.951181927285548,0.015
"6848",45,3,TRUE,FALSE,"H0",0.96,0.0745434260860306,0.031,0.645646043745327,0.000396
"6849",150,3,TRUE,FALSE,"H0",0.443,0.0522450778041279,7e-05,0.919941849884864,0.002
"6850",15,3,TRUE,TRUE,"Ha",0.11,1.01753226577251,0.000369,0.113611479945079,0.09
"6851",45,3,TRUE,TRUE,"Ha",0.016,4.5359956187625,0.55,0.480250146691554,0.063
"6852",150,3,TRUE,TRUE,"Ha",2.83e-14,3643756484550.25,0.669,0.997114391658729,0.129
"6853",15,3,FALSE,TRUE,"Ha",0.007,16.1119898145954,0.004,0.045994269556736,0.213
"6854",45,3,FALSE,TRUE,"Ha",0.008,6.91896941686379,0.975,0.134246203006398,0.064
"6855",150,3,FALSE,TRUE,"Ha",1.77e-05,3667.44083963348,0.821,2.94631208319629e-09,0.051
"6856",15,3,TRUE,FALSE,"Ha",0.014,5.01334592758023,0.218,0.967764199424329,0.136
"6857",45,3,TRUE,FALSE,"Ha",1.26e-07,111829.649640083,1.26e-05,0.128275266792526,0.124
"6858",150,3,TRUE,FALSE,"Ha",4.55e-15,1458288088067.69,0.018,0.91857578387376,0.089
"6859",15,3,TRUE,TRUE,"H0",0.961,0.169567032057867,0.266,0.964981420638837,0.002
"6860",45,3,TRUE,TRUE,"H0",0.979,0.0730839802994872,0.143,0.872563375879394,0.000291
"6861",150,3,TRUE,TRUE,"H0",0.123,0.196877286386214,0.106,0.397202115567213,0.008
"6862",15,3,FALSE,TRUE,"H0",0.85,0.18505942120031,0.107,0.733877086215043,0.008
"6863",45,3,FALSE,TRUE,"H0",0.758,0.0957782293275577,0.423,0.000542211196456144,0.004
"6864",150,3,FALSE,TRUE,"H0",0.025,1.15394443136757,0.85,1.7253882744761e-07,0.017
"6865",15,3,TRUE,FALSE,"H0",0.13,0.892490407935222,0.007,0.880464845316096,0.083
"6866",45,3,TRUE,FALSE,"H0",0.24,0.235755930220936,7.96e-05,0.641616090158584,0.01
"6867",150,3,TRUE,FALSE,"H0",0.004,4.57562396010887,7.04e-05,0.942332264203217,0.013
"6868",15,3,TRUE,TRUE,"Ha",0.148,0.972436506364985,0.294,0.993002492429897,0.099
"6869",45,3,TRUE,TRUE,"Ha",0.000173,527.006120282378,0.436,0.259848564869582,0.128
"6870",150,3,TRUE,TRUE,"Ha",1.75e-11,10069073216.8389,0.297,0.943280263123458,0.11
"6871",15,3,FALSE,TRUE,"Ha",0.222,0.563717781108651,0.616,0.936413188027299,0.063
"6872",45,3,FALSE,TRUE,"Ha",0.027,2.3983577085068,0.749,0.00218181720124833,0.053
"6873",150,3,FALSE,TRUE,"Ha",1.9e-05,2431.61392236619,0.577,1.5249024265529e-11,0.049
"6874",15,3,TRUE,FALSE,"Ha",0.075,1.21116601888772,0.027,0.999155068365474,0.08
"6875",45,3,TRUE,FALSE,"Ha",0.003,10.4309860600335,0.035,0.834854849914512,0.056
"6876",150,3,TRUE,FALSE,"Ha",1.52e-15,4363495472854.42,0.046,0.850244224194812,0.096
"6877",15,3,TRUE,TRUE,"H0",0.987,0.169677314551596,0.954,0.949135655000745,0.00065
"6878",45,3,TRUE,TRUE,"H0",0.265,0.251205921898846,0.033,0.788815581314851,0.018
"6879",150,3,TRUE,TRUE,"H0",0.559,0.0437831211319181,0.372,0.603582013278255,0.003
"6880",15,3,FALSE,TRUE,"H0",0.003,29.8800937460427,0.203,0.690216442850678,0.229
"6881",45,3,FALSE,TRUE,"H0",0.564,0.125074736736164,0.36,0.723773738614463,0.008
"6882",150,3,FALSE,TRUE,"H0",0.571,0.04392580851609,0.945,4.64307592373814e-10,0.003
"6883",15,3,TRUE,FALSE,"H0",0.962,0.167150823100574,0.318,0.917481066881025,0.000865
"6884",45,3,TRUE,FALSE,"H0",0.719,0.0979101620982559,0.007,0.902017408530185,0.003
"6885",150,3,TRUE,FALSE,"H0",0.605,0.0393917134232341,0.146,0.801438046993452,0.001
"6886",15,3,TRUE,TRUE,"Ha",0.91,0.177785165478366,0.055,0.884257812546458,0.004
"6887",45,3,TRUE,TRUE,"Ha",0.065,1.20271964624169,0.924,0.518849319145199,0.045
"6888",150,3,TRUE,TRUE,"Ha",6.33e-09,5028209.34837333,0.55,0.581477151327476,0.077
"6889",15,3,FALSE,TRUE,"Ha",0.173,0.674496343724953,0.488,0.962581066324884,0.064
"6890",45,3,FALSE,TRUE,"Ha",0.499,0.145151761421229,0.673,0.856539975477222,0.012
"6891",150,3,FALSE,TRUE,"Ha",6.96e-07,78856.2767664847,0.191,2.75335310107039e-14,0.063
"6892",15,3,TRUE,FALSE,"Ha",0.011,5.99638657283752,0.08,0.999280343789214,0.139
"6893",45,3,TRUE,FALSE,"Ha",0.000183,154.896363937955,0.001,0.880337016310503,0.088
"6894",150,3,TRUE,FALSE,"Ha",4.93e-15,1227785180632.16,0.053,0.218035918772674,0.066
"6895",15,3,TRUE,TRUE,"H0",0.297,0.494909933295223,0.193,0.935270130261919,0.061
"6896",45,3,TRUE,TRUE,"H0",0.782,0.0915414203309845,0.255,0.102313167060106,0.004
"6897",150,3,TRUE,TRUE,"H0",0.359,0.0657628758303316,0.788,0.959963465198975,0.004
"6898",15,3,FALSE,TRUE,"H0",0.468,0.31235460269818,0.409,0.919555204686749,0.037
"6899",45,3,FALSE,TRUE,"H0",0.372,0.192186189733535,0.782,0.425052600816874,0.016
"6900",150,3,FALSE,TRUE,"H0",0.138,0.200409800787068,0.29,1.37290179225147e-12,0.009
"6901",15,3,TRUE,FALSE,"H0",0.92,0.172663266747088,0.142,0.981693878908263,0.002
"6902",45,3,TRUE,FALSE,"H0",0.833,0.0850301334490404,0.026,0.350444698624648,0.001
"6903",150,3,TRUE,FALSE,"H0",0.16,0.137804955325818,6.8e-07,0.177078156676153,0.005
"6904",15,3,TRUE,TRUE,"Ha",0.287,0.502245516516524,0.488,0.946318439814702,0.064
"6905",45,3,TRUE,TRUE,"Ha",0.001,67.8591104437034,0.558,0.289036367552027,0.102
"6906",150,3,TRUE,TRUE,"Ha",1.12e-08,11523910.4285485,0.996,0.292067905218299,0.084
"6907",15,3,FALSE,TRUE,"Ha",0.42,0.342591318787394,0.035,0.0882760288217189,0.041
"6908",45,3,FALSE,TRUE,"Ha",0.003,28.1486550574353,0.121,0.0514649126419896,0.089
"6909",150,3,FALSE,TRUE,"Ha",0.000579,69.1342986297902,0.654,1.74682812659199e-08,0.034
"6910",15,3,TRUE,FALSE,"Ha",0.037,1.82790054312784,0.704,0.996179271073338,0.054
"6911",45,3,TRUE,FALSE,"Ha",0.001,22.2270669053194,0.021,0.726712153487099,0.046
"6912",150,3,TRUE,FALSE,"Ha",8.05e-09,1257291.52999943,0.000476,0.228568193027227,0.047
"6913",15,3,TRUE,TRUE,"H0",0.571,0.2620943990057,0.245,0.985640048380335,0.024
"6914",45,3,TRUE,TRUE,"H0",0.357,0.190974533374286,0.741,0.784349881360989,0.014
"6915",150,3,TRUE,TRUE,"H0",0.211,0.119604888740812,0.514,0.870302133696345,0.007
"6916",15,3,FALSE,TRUE,"H0",0.802,0.197346219476875,0.196,0.413597143864488,0.011
"6917",45,3,FALSE,TRUE,"H0",0.231,0.292278323361355,0.249,0.472110029741687,0.022
"6918",150,3,FALSE,TRUE,"H0",0.135,0.199449848304245,0.104,2.29181118527322e-10,0.009
"6919",15,3,TRUE,FALSE,"H0",0.795,0.201109491884891,0.116,0.971065511688542,0.01
"6920",45,3,TRUE,FALSE,"H0",0.125,0.425605454160912,0.096,0.912972263832692,0.015
"6921",150,3,TRUE,FALSE,"H0",0.548,0.0425818358749862,2.94e-05,0.295743141803686,0.001
"6922",15,3,TRUE,TRUE,"Ha",0.12,0.827250488892298,0.28,0.97690725585661,0.065
"6923",45,3,TRUE,TRUE,"Ha",0.006,7.93928749362818,0.084,0.782019092695529,0.064
"6924",150,3,TRUE,TRUE,"Ha",0.000232,154.21713532743,0.826,0.0460005772730834,0.037
"6925",15,3,FALSE,TRUE,"Ha",0.034,3.25711537844406,0.648,0.997471342582487,0.146
"6926",45,3,FALSE,TRUE,"Ha",0.104,0.796891597280065,0.388,0.0261840227408122,0.039
"6927",150,3,FALSE,TRUE,"Ha",0.000567,50.2453864612643,0.06,2.17796414236915e-09,0.032
"6928",15,3,TRUE,FALSE,"Ha",0.026,2.4172297190428,0.12,0.975378514848078,0.072
"6929",45,3,TRUE,FALSE,"Ha",4.05e-05,568.034919562229,0.12,0.786987786189682,0.093
"6930",150,3,TRUE,FALSE,"Ha",2.13e-15,2908155234892.86,9.5e-07,0.508422481536801,0.083
"6931",15,3,TRUE,TRUE,"H0",0.956,0.170950081583185,0.139,0.901559364887095,0.002
"6932",45,3,TRUE,TRUE,"H0",0.27,0.238244771439811,0.812,0.661897750410901,0.018
"6933",150,3,TRUE,TRUE,"H0",0.573,0.0432276422047026,0.368,0.995292058255141,0.002
"6934",15,3,FALSE,TRUE,"H0",0.575,0.246167882391898,0.611,0.956038595209113,0.017
"6935",45,3,FALSE,TRUE,"H0",0.936,0.0762331661514521,0.954,0.686968788952131,0.00096
"6936",150,3,FALSE,TRUE,"H0",0.925,0.0265728105178892,0.877,6.04076788590646e-11,0.000356
"6937",15,3,TRUE,FALSE,"H0",0.781,0.195903361853457,0.192,0.989480490696171,0.006
"6938",45,3,TRUE,FALSE,"H0",0.259,0.227135020622312,0.02,0.998884129096552,0.012
"6939",150,3,TRUE,FALSE,"H0",0.935,0.0262187721537398,2.97e-11,0.761489401871947,0.000178
"6940",15,3,TRUE,TRUE,"Ha",0.379,0.348382209410522,0.629,0.911164400033693,0.034
"6941",45,3,TRUE,TRUE,"Ha",0.000272,234.815546741417,0.359,0.799987813389417,0.113
"6942",150,3,TRUE,TRUE,"Ha",4.05e-06,7591.92055913793,0.327,0.885432213920541,0.052
"6943",15,3,FALSE,TRUE,"Ha",0.317,0.416430951777294,0.127,0.458700194690739,0.049
"6944",45,3,FALSE,TRUE,"Ha",0.034,2.56933608663921,0.894,0.163658105958357,0.057
"6945",150,3,FALSE,TRUE,"Ha",1.88e-10,600298037.100217,0.479,2.07141992447646e-09,0.098
"6946",15,3,TRUE,FALSE,"Ha",0.175,0.629401756934914,0.351,0.993342688281611,0.059
"6947",45,3,TRUE,FALSE,"Ha",0.000469,57.8513822440156,0.012,0.783512985743248,0.062
"6948",150,3,TRUE,FALSE,"Ha",4.94e-15,1232909140079.24,8.85e-06,0.610937309290678,0.073
"6949",15,3,TRUE,TRUE,"H0",0.269,0.482515820629101,0.433,0.959061882737411,0.056
"6950",45,3,TRUE,TRUE,"H0",0.571,0.128810854258976,0.284,0.437240895127992,0.009
"6951",150,3,TRUE,TRUE,"H0",0.074,0.319051169283218,0.165,0.450676095383211,0.01
"6952",15,3,FALSE,TRUE,"H0",0.062,1.90816583283503,0.817,0.997982469477389,0.124
"6953",45,3,FALSE,TRUE,"H0",0.879,0.0814398674474509,0.852,0.144296415395842,0.002
"6954",150,3,FALSE,TRUE,"H0",0.203,0.128095880731473,0.672,4.33329350180145e-09,0.007
"6955",15,3,TRUE,FALSE,"H0",0.989,0.168157360348069,0.412,0.978222999436885,0.000181
"6956",45,3,TRUE,FALSE,"H0",0.309,0.194392196454165,0.012,0.979827920730854,0.012
"6957",150,3,TRUE,FALSE,"H0",0.828,0.0298605837710318,0.000127,0.99979247235834,0.000462
