"","n","k","normality","sphericity","hypothesis","p","BF","mauchly","mardia","eta"
"6958",15,3,TRUE,TRUE,"Ha",0.01,12.6599272868932,0.797,0.989529399558642,0.208
"6959",45,3,TRUE,TRUE,"Ha",0.01,9.44203777486343,0.071,0.999756696270191,0.076
"6960",150,3,TRUE,TRUE,"Ha",2.6e-08,2219111.62769603,0.997,0.511543883223137,0.076
"6961",15,3,FALSE,TRUE,"Ha",0.013,10.9721140235287,0.772,0.997529422616571,0.209
"6962",45,3,FALSE,TRUE,"Ha",0.075,0.924954864398787,0.122,0.847552354453041,0.04
"6963",150,3,FALSE,TRUE,"Ha",3.48e-12,21848291373.4659,0.686,9.70603587269192e-06,0.11
"6964",15,3,TRUE,FALSE,"Ha",0.027,2.82147517634245,0.242,0.918974275979888,0.112
"6965",45,3,TRUE,FALSE,"Ha",8.79e-05,261.016578854765,0.012,0.779615102023773,0.071
"6966",150,3,TRUE,FALSE,"Ha",1.92e-24,2.08839579731069e+21,2.54e-06,0.147989443153919,0.137
"6967",15,3,TRUE,TRUE,"H0",0.215,0.715403944175029,0.662,0.826772639033685,0.085
"6968",45,3,TRUE,TRUE,"H0",0.008,6.31378508271497,0.607,0.997900580186201,0.061
"6969",150,3,TRUE,TRUE,"H0",0.516,0.0487017641801416,0.287,0.415436950976154,0.003
"6970",15,3,FALSE,TRUE,"H0",0.403,0.330018319866923,0.444,0.989562696348854,0.033
"6971",45,3,FALSE,TRUE,"H0",0.383,0.178656893650875,0.952,0.0350359533928704,0.015
"6972",150,3,FALSE,TRUE,"H0",0.939,0.0270049810482795,0.248,1.88117299515511e-11,0.000273
"6973",15,3,TRUE,FALSE,"H0",0.184,0.553970106233472,0.575,0.992601032437622,0.031
"6974",45,3,TRUE,FALSE,"H0",0.848,0.0827601480643009,0.167,0.720329288375094,0.002
"6975",150,3,TRUE,FALSE,"H0",0.496,0.0471528228497569,2.3e-07,0.777784698312822,0.002
"6976",15,3,TRUE,TRUE,"Ha",0.167,0.773972483249521,0.42,0.921164730259418,0.082
"6977",45,3,TRUE,TRUE,"Ha",0.033,2.33721946260641,0.495,0.888338188746925,0.054
"6978",150,3,TRUE,TRUE,"Ha",2.58e-08,1673168.2188451,0.328,0.416772659540148,0.074
"6979",15,3,FALSE,TRUE,"Ha",0.047,2.25633264293882,0.551,0.928730894686615,0.127
"6980",45,3,FALSE,TRUE,"Ha",0.078,1.1427914857071,0.722,0.32582054562435,0.044
"6981",150,3,FALSE,TRUE,"Ha",3.6e-08,818368.047369851,0.183,1.20330357900045e-08,0.069
"6982",15,3,TRUE,FALSE,"Ha",0.047,1.66001568802621,0.533,0.750655922231188,0.085
"6983",45,3,TRUE,FALSE,"Ha",4.21e-05,501.856059466148,0.252,0.580940563998014,0.076
"6984",150,3,TRUE,FALSE,"Ha",3.62e-12,2149073368.23349,0.000108,0.854694524485006,0.069
"6985",15,3,TRUE,TRUE,"H0",0.123,1.24701921213294,0.035,0.995712542390204,0.116
"6986",45,3,TRUE,TRUE,"H0",0.367,0.173648607278882,0.717,0.859350863197062,0.013
"6987",150,3,TRUE,TRUE,"H0",0.154,0.150764915236211,0.373,0.521021921048352,0.007
"6988",15,3,FALSE,TRUE,"H0",0.005,20.7300579444611,0.354,0.958637714792216,0.223
"6989",45,3,FALSE,TRUE,"H0",0.703,0.100598518532514,0.569,0.00156848049286418,0.006
"6990",150,3,FALSE,TRUE,"H0",0.259,0.0984860335589017,0.409,2.38697950294409e-14,0.006
"6991",15,3,TRUE,FALSE,"H0",0.819,0.186831157053781,0.281,0.949472895343475,0.005
"6992",45,3,TRUE,FALSE,"H0",0.88,0.0790429698314497,0.066,0.924405074642227,0.001
"6993",150,3,TRUE,FALSE,"H0",0.644,0.0368226916698501,0.01,0.909905275339454,0.001
"6994",15,3,TRUE,TRUE,"Ha",0.173,0.627262527261151,0.077,0.953867976722046,0.058
"6995",45,3,TRUE,TRUE,"Ha",0.008,9.4121390192872,0.304,0.722536712369473,0.074
"6996",150,3,TRUE,TRUE,"Ha",9.76e-07,111985.077029868,0.014,0.706826404135272,0.066
"6997",15,3,FALSE,TRUE,"Ha",0.167,0.765699160484563,0.876,0.87080022733933,0.078
"6998",45,3,FALSE,TRUE,"Ha",1.14e-05,8020.9025873881,0.741,0.016501996009197,0.16
"6999",150,3,FALSE,TRUE,"Ha",4.22e-09,17374984.2327923,0.332,9.23644332129214e-08,0.084
"7000",15,3,TRUE,FALSE,"Ha",0.636,0.228126406613709,0.008,0.920717127338234,0.011
"7001",45,3,TRUE,FALSE,"Ha",7.25e-05,453.488129856876,0.167,0.325540554639727,0.107
"7002",150,3,TRUE,FALSE,"Ha",9.72e-17,60671267549814.5,0.000633,0.92323172804866,0.096
"7003",15,3,TRUE,TRUE,"H0",0.283,0.480184996588766,0.051,0.977282593425304,0.059
"7004",45,3,TRUE,TRUE,"H0",0.674,0.10391496637294,0.519,0.76162313412495,0.006
"7005",150,3,TRUE,TRUE,"H0",0.896,0.0271793248315625,0.118,0.651248003139491,0.000495
"7006",15,3,FALSE,TRUE,"H0",0.221,0.575275073238935,0.901,0.981244755759466,0.065
"7007",45,3,FALSE,TRUE,"H0",0.071,0.812119045958574,0.243,0.00855574816577442,0.035
"7008",150,3,FALSE,TRUE,"H0",0.288,0.0907086435154092,0.148,2.87888046734963e-10,0.006
"7009",15,3,TRUE,FALSE,"H0",0.85,0.188537216621417,0.041,0.997909926937248,0.007
"7010",45,3,TRUE,FALSE,"H0",0.086,0.5977555759388,0.036,0.368349758038072,0.025
"7011",150,3,TRUE,FALSE,"H0",0.265,0.084555474433885,0.021,0.8891251319958,0.003
"7012",15,3,TRUE,TRUE,"Ha",0.212,0.655044629763213,0.596,0.906595361654725,0.077
"7013",45,3,TRUE,TRUE,"Ha",0.013,4.27231171238471,0.296,0.897077076960856,0.059
"7014",150,3,TRUE,TRUE,"Ha",6.96e-05,552.796675993806,0.197,0.99619502415617,0.043
"7015",15,3,FALSE,TRUE,"Ha",0.065,2.46181164155862,0.06,0.94388687832943,0.149
"7016",45,3,FALSE,TRUE,"Ha",0.005,17.6869238267393,0.562,0.328097947111017,0.084
"7017",150,3,FALSE,TRUE,"Ha",5.82e-10,241142151.114714,0.917,1.30234232287307e-08,0.095
"7018",15,3,TRUE,FALSE,"Ha",0.007,6.6358963890848,0.636,0.964916212520329,0.103
"7019",45,3,TRUE,FALSE,"Ha",9.39e-08,167306.411810762,0.715,0.420690239446932,0.149
"7020",150,3,TRUE,FALSE,"Ha",1.49e-12,5006797486.77446,0.000997,0.382997012488233,0.066
"7021",15,3,TRUE,TRUE,"H0",0.042,2.91291529871155,0.054,0.91083493045962,0.146
"7022",45,3,TRUE,TRUE,"H0",0.085,0.711788438351692,0.944,0.703924982034291,0.034
"7023",150,3,TRUE,TRUE,"H0",0.904,0.0273042691252982,0.606,0.216284996541214,0.00045
"7024",15,3,FALSE,TRUE,"H0",0.005,43.4794613092818,0.866,0.974513228740729,0.273
"7025",45,3,FALSE,TRUE,"H0",0.589,0.119065536099456,0.251,0.407175809031591,0.008
"7026",150,3,FALSE,TRUE,"H0",0.405,0.0652562599496804,0.585,1.17309074676442e-08,0.004
"7027",15,3,TRUE,FALSE,"H0",0.812,0.193354308547086,0.257,0.999752805637423,0.006
"7028",45,3,TRUE,FALSE,"H0",0.816,0.0853838097876626,0.047,0.673948473176156,0.002
"7029",150,3,TRUE,FALSE,"H0",0.208,0.108209016452106,6.14e-05,0.628856504728222,0.004
"7030",15,3,TRUE,TRUE,"Ha",0.053,2.8377092835022,0.195,0.997128770410693,0.154
"7031",45,3,TRUE,TRUE,"Ha",0.042,1.82637999310529,0.118,0.953517863102346,0.051
"7032",150,3,TRUE,TRUE,"Ha",2.79e-06,13470.1893717723,0.634,0.994759497562598,0.055
"7033",15,3,FALSE,TRUE,"Ha",0.289,0.489950866142971,0.098,0.147229909047347,0.06
"7034",45,3,FALSE,TRUE,"Ha",0.004,18.951056839838,0.855,0.0970492228745208,0.084
"7035",150,3,FALSE,TRUE,"Ha",7.09e-06,5120.25670332064,0.764,1.81179883063098e-06,0.051
"7036",15,3,TRUE,FALSE,"Ha",0.809,0.193545697495789,0.007,0.991703119371586,0.009
"7037",45,3,TRUE,FALSE,"Ha",1.18e-06,15079.6142153091,0.153,0.581751460236238,0.123
"7038",150,3,TRUE,FALSE,"Ha",7.65e-11,115953182.945454,0.001,0.927854857968972,0.061
"7039",15,3,TRUE,TRUE,"H0",0.159,1.01504759189056,0.753,0.988298509287233,0.105
"7040",45,3,TRUE,TRUE,"H0",0.554,0.128110006835268,0.814,0.87623388258485,0.01
"7041",150,3,TRUE,TRUE,"H0",0.066,0.382017079137965,0.643,0.849734045176218,0.012
"7042",15,3,FALSE,TRUE,"H0",0.414,0.324630691762924,0.527,0.69678634436701,0.032
"7043",45,3,FALSE,TRUE,"H0",0.127,0.593200122758898,0.374,0.0711478907770517,0.034
"7044",150,3,FALSE,TRUE,"H0",0.531,0.0484352382476869,0.467,5.6154880745396e-10,0.003
"7045",15,3,TRUE,FALSE,"H0",0.146,0.725088623407446,0.637,0.262009673752045,0.06
"7046",45,3,TRUE,FALSE,"H0",0.133,0.396616437608056,0.008,0.456475399549143,0.016
"7047",150,3,TRUE,FALSE,"H0",0.574,0.0408572661850569,4.79e-09,0.323463117551242,0.001
"7048",15,3,TRUE,TRUE,"Ha",0.004,18.3765433493245,0.506,0.875487645509086,0.196
"7049",45,3,TRUE,TRUE,"Ha",3.29e-07,292359.733219771,0.626,0.444721325651803,0.2
"7050",150,3,TRUE,TRUE,"Ha",3.04e-07,159538.495117792,0.247,0.331206972011503,0.065
"7051",15,3,FALSE,TRUE,"Ha",0.268,0.553766462033681,0.709,0.760753527644612,0.069
"7052",45,3,FALSE,TRUE,"Ha",0.862,0.0821882770715805,0.787,0.795301627199149,0.002
"7053",150,3,FALSE,TRUE,"Ha",4.35e-05,820.841014483621,0.859,1.57840407410959e-11,0.044
"7054",15,3,TRUE,FALSE,"Ha",0.024,2.5501532460939,0.337,0.997177308334733,0.054
"7055",45,3,TRUE,FALSE,"Ha",0.000472,63.3703070436626,0.671,0.999149464395826,0.075
"7056",150,3,TRUE,FALSE,"Ha",4.81e-17,134856759023156,3.36e-05,0.942891655354406,0.087
"7057",15,3,TRUE,TRUE,"H0",0.981,0.169358883203024,0.909,0.905956043043075,0.001
"7058",45,3,TRUE,TRUE,"H0",0.537,0.131718476540112,0.073,0.6310945488067,0.01
"7059",150,3,TRUE,TRUE,"H0",0.854,0.0579691538538779,0.781,0.563048602775321,0.000706
"7060",15,3,FALSE,TRUE,"H0",0.369,0.459428560132039,0.791,0.37734093919326,0.052
"7061",45,3,FALSE,TRUE,"H0",0.379,0.182955200543693,0.52,0.226219080599346,0.014
"7062",150,3,FALSE,TRUE,"H0",0.936,0.0261972503977565,0.535,2.72209543794588e-08,0.000305
"7063",15,3,TRUE,FALSE,"H0",0.8,0.197582008686705,0.063,0.998089337291098,0.01
"7064",45,3,TRUE,FALSE,"H0",0.916,0.0773397606670935,0.319,0.999573915388224,0.000798
"7065",150,3,TRUE,FALSE,"H0",0.172,0.128189151742023,0.00017,0.698357945927353,0.005
"7066",15,3,TRUE,TRUE,"Ha",0.067,1.86389347569647,0.023,0.735742705042222,0.126
"7067",45,3,TRUE,TRUE,"Ha",0.282,0.241189623111502,0.766,0.914419197916984,0.019
"7068",150,3,TRUE,TRUE,"Ha",7.78e-11,362247302.771255,0.433,0.456603975112903,0.091
"7069",15,3,FALSE,TRUE,"Ha",0.241,0.574671152253094,0.054,0.885842635565097,0.068
"7070",45,3,FALSE,TRUE,"Ha",0.001,97.3174578338884,0.412,0.00232628455924999,0.108
"7071",150,3,FALSE,TRUE,"Ha",1.48e-06,26349.3658323812,0.531,1.45439216225896e-14,0.058
"7072",15,3,TRUE,FALSE,"Ha",0.033,2.34405435122483,0.868,0.993401716632715,0.105
"7073",45,3,TRUE,FALSE,"Ha",0.002,23.5430620347461,0.407,0.79905739181639,0.072
"7074",150,3,TRUE,FALSE,"Ha",1.62e-12,5692064712.87011,0.000203,0.210194180685156,0.084
"7075",15,3,TRUE,TRUE,"H0",0.613,0.257954887543425,0.223,0.887012026482719,0.026
"7076",45,3,TRUE,TRUE,"H0",0.77,0.0911704746628909,0.1,0.895789285785305,0.004
"7077",150,3,TRUE,TRUE,"H0",0.629,0.0394270965677923,0.922,0.255525063433994,0.002
"7078",15,3,FALSE,TRUE,"H0",0.229,0.620137610160564,0.16,0.905121166419402,0.073
"7079",45,3,FALSE,TRUE,"H0",0.325,0.214278975335344,0.049,0.122783149396455,0.017
"7080",150,3,FALSE,TRUE,"H0",0.568,0.0428679649454977,0.569,8.52627357605940e-09,0.002
"7081",15,3,TRUE,FALSE,"H0",0.621,0.233551378030499,0.254,0.513344485462304,0.015
"7082",45,3,TRUE,FALSE,"H0",0.209,0.268928279066001,0.029,0.0227759552752683,0.013
"7083",150,3,TRUE,FALSE,"H0",0.227,0.0998772834716436,0.551,0.878843375418438,0.004
"7084",15,3,TRUE,TRUE,"Ha",0.573,0.260923746683389,0.558,0.987269354741962,0.027
"7085",45,3,TRUE,TRUE,"Ha",0.000355,209.081928227664,0.025,0.946394448985669,0.114
"7086",150,3,TRUE,TRUE,"Ha",5.23e-11,1253202397.25302,0.551,0.533287047008729,0.099
"7087",15,3,FALSE,TRUE,"Ha",0.431,0.333315627005706,0.447,0.991547884210012,0.038
"7088",45,3,FALSE,TRUE,"Ha",0.007,10.4896251709806,0.781,6.57833190620405e-05,0.074
"7089",150,3,FALSE,TRUE,"Ha",6.86e-06,5755.35658298195,0.665,7.41651184910097e-12,0.052
"7090",15,3,TRUE,FALSE,"Ha",0.056,1.42947025625907,0.276,0.924885262877915,0.078
"7091",45,3,TRUE,FALSE,"Ha",7.45e-05,300.455910552677,0.005,0.75483637349415,0.077
"7092",150,3,TRUE,FALSE,"Ha",7.65e-15,835988079711.908,5.41e-07,0.228770787817075,0.076
"7093",15,3,TRUE,TRUE,"H0",0.685,0.229625552338831,0.191,0.927928098912659,0.02
"7094",45,3,TRUE,TRUE,"H0",0.4,0.171875768561587,0.574,0.985453234318155,0.014
"7095",150,3,TRUE,TRUE,"H0",0.906,0.0270170958454922,0.816,0.221101951157528,0.000417
"7096",15,3,FALSE,TRUE,"H0",0.365,0.342618842584673,0.396,0.733207076287707,0.029
"7097",45,3,FALSE,TRUE,"H0",0.858,0.0824057993170661,0.015,0.0945074268976528,0.002
"7098",150,3,FALSE,TRUE,"H0",0.058,0.449321371281993,0.294,2.23407514710061e-10,0.012
"7099",15,3,TRUE,FALSE,"H0",0.496,0.269054468764681,0.335,0.996919323157643,0.017
"7100",45,3,TRUE,FALSE,"H0",0.206,0.274484837438798,0.042,0.715906097170379,0.012
"7101",150,3,TRUE,FALSE,"H0",0.94,0.0259337544965639,0.000596,0.224686770270366,0.000152
"7102",15,3,TRUE,TRUE,"Ha",0.201,0.789393437547924,0.68,0.989732239986032,0.09
"7103",45,3,TRUE,TRUE,"Ha",0.000158,610.04778539813,0.099,0.817742599136645,0.13
"7104",150,3,TRUE,TRUE,"Ha",5.68e-09,3291676.5155153,0.793,0.666906997285668,0.072
"7105",15,3,FALSE,TRUE,"Ha",0.547,0.271102344754633,0.252,0.856424193007448,0.028
"7106",45,3,FALSE,TRUE,"Ha",0.092,0.847804027705904,0.1,0.370217461200354,0.04
"7107",150,3,FALSE,TRUE,"Ha",1.3e-06,46757.2703866959,0.918,4.91270790714537e-09,0.061
"7108",15,3,TRUE,FALSE,"Ha",0.091,0.96184102046513,0.111,0.962398030216834,0.064
"7109",45,3,TRUE,FALSE,"Ha",4.6e-05,516.42661689039,0.063,0.770371546920429,0.091
"7110",150,3,TRUE,FALSE,"Ha",5.48e-11,151840947.939894,0.002,0.33510678950548,0.06
"7111",15,3,TRUE,TRUE,"H0",0.248,0.551901837698342,0.085,0.977974958188402,0.066
"7112",45,3,TRUE,TRUE,"H0",0.032,2.17006615400155,0.068,0.864129200051941,0.052
"7113",150,3,TRUE,TRUE,"H0",0.318,0.0801812524235603,0.323,0.603747101488678,0.005
"7114",15,3,FALSE,TRUE,"H0",0.142,0.947372190204622,0.369,0.474905755895727,0.095
"7115",45,3,FALSE,TRUE,"H0",0.316,0.210448581643262,0.224,0.00212146426819448,0.017
"7116",150,3,FALSE,TRUE,"H0",0.709,0.0358702598548541,0.99,1.00836683447625e-09,0.002
"7117",15,3,TRUE,FALSE,"H0",0.577,0.241676549243268,0.175,0.986272604373083,0.015
"7118",45,3,TRUE,FALSE,"H0",0.256,0.228848875358534,0.065,0.903575901985598,0.01
"7119",150,3,TRUE,FALSE,"H0",0.512,0.0457723457042748,0.001,0.934517322741601,0.002
"7120",15,3,TRUE,TRUE,"Ha",0.807,0.194759778039107,0.917,0.925921695255599,0.01
"7121",45,3,TRUE,TRUE,"Ha",0.002,54.0928771424408,0.138,0.451941523379325,0.098
"7122",150,3,TRUE,TRUE,"Ha",1.09e-07,615612.947098229,0.8,0.726404579327747,0.071
"7123",15,3,FALSE,TRUE,"Ha",0.005,13.0018658781658,0.016,0.724024139954405,0.181
"7124",45,3,FALSE,TRUE,"Ha",0.013,3.89808515838454,0.026,0.00321282228269071,0.057
"7125",150,3,FALSE,TRUE,"Ha",2.08e-05,1424.13644561323,0.285,1.99962468805381e-09,0.045
"7126",15,3,TRUE,FALSE,"Ha",0.126,0.770024949913792,0.046,0.54708763021208,0.059
"7127",45,3,TRUE,FALSE,"Ha",0.000289,103.719927787894,0.03,0.89635124506578,0.084
"7128",150,3,TRUE,FALSE,"Ha",3.39e-10,26327603.2138441,0.001,0.655688894191486,0.053
"7129",15,3,TRUE,TRUE,"H0",0.651,0.244947743024494,0.842,0.990904543935597,0.025
"7130",45,3,TRUE,TRUE,"H0",0.512,0.140500834820495,0.907,0.717327016716416,0.01
"7131",150,3,TRUE,TRUE,"H0",0.237,0.100291258337568,0.907,0.875295947320146,0.006
"7132",15,3,FALSE,TRUE,"H0",0.329,0.492834766363471,0.889,0.923436542495007,0.066
"7133",45,3,FALSE,TRUE,"H0",0.57,0.122962308821785,0.74,0.10210555170078,0.009
"7134",150,3,FALSE,TRUE,"H0",0.068,0.804521193333095,0.014,1.7099219284944e-07,0.013
"7135",15,3,TRUE,FALSE,"H0",0.297,0.389064634041117,0.049,0.874810941471868,0.03
"7136",45,3,TRUE,FALSE,"H0",0.662,0.102429181353831,0.724,0.924655295013241,0.004
"7137",150,3,TRUE,FALSE,"H0",0.071,0.296032135724707,1.37e-05,0.886540734931127,0.006
"7138",15,3,TRUE,TRUE,"Ha",0.005,29.9235451276646,0.415,0.988540426277092,0.25
"7139",45,3,TRUE,TRUE,"Ha",0.006,20.1643921190202,0.682,0.658059013441461,0.088
"7140",150,3,TRUE,TRUE,"Ha",2.87e-08,2220674.35675308,0.093,0.756195179927521,0.076
"7141",15,3,FALSE,TRUE,"Ha",0.002,58.3452718610227,0.105,0.771178321320844,0.261
"7142",45,3,FALSE,TRUE,"Ha",0.000731,69.9236995587476,0.247,0.00677500341766102,0.095
"7143",150,3,FALSE,TRUE,"Ha",3.86e-08,949682.227271993,0.692,7.47564232739251e-11,0.071
"7144",15,3,TRUE,FALSE,"Ha",0.02,3.23723977173264,0.011,0.825718675940821,0.106
"7145",45,3,TRUE,FALSE,"Ha",0.011,3.54165465461714,0.000241,0.768110193586196,0.035
"7146",150,3,TRUE,FALSE,"Ha",4.25e-14,160921574671.501,8.72e-05,0.363325476915949,0.079
"7147",15,3,TRUE,TRUE,"H0",0.564,0.252463802838292,0.695,0.998671706808934,0.022
"7148",45,3,TRUE,TRUE,"H0",0.421,0.15958996184147,0.563,0.948784592193108,0.012
"7149",150,3,TRUE,TRUE,"H0",0.604,0.0419085995210779,0.416,0.687869591914168,0.002
"7150",15,3,FALSE,TRUE,"H0",0.722,0.215276685373723,0.195,0.98330424882107,0.016
"7151",45,3,FALSE,TRUE,"H0",0.412,0.167397723986367,0.224,7.80190523630431e-07,0.013
"7152",150,3,FALSE,TRUE,"H0",0.596,0.0421039566630538,0.824,2.64568367214224e-11,0.002
"7153",15,3,TRUE,FALSE,"H0",0.495,0.276918058435477,0.314,0.46540936991114,0.018
"7154",45,3,TRUE,FALSE,"H0",0.891,0.0815114443780748,0.091,0.951427506335815,0.001
"7155",150,3,TRUE,FALSE,"H0",0.394,0.0639588380737865,3.56e-05,0.430599279096247,0.002
"7156",15,3,TRUE,TRUE,"Ha",0.028,2.81555307160135,0.295,0.928552941135888,0.118
"7157",45,3,TRUE,TRUE,"Ha",0.000129,418.469374359703,0.222,0.999176721292767,0.118
"7158",150,3,TRUE,TRUE,"Ha",6.22e-12,29795030353.4007,0.155,0.857279248826484,0.114
"7159",15,3,FALSE,TRUE,"Ha",0.697,0.22130284144265,0.569,0.917658588603367,0.016
"7160",45,3,FALSE,TRUE,"Ha",0.005,16.8817917024065,0.743,0.00115068297481979,0.083
"7161",150,3,FALSE,TRUE,"Ha",2.32e-08,4138143.95654257,0.046,1.52280410503636e-10,0.079
"7162",15,3,TRUE,FALSE,"Ha",0.026,3.05895055987972,0.051,0.931450884427433,0.123
"7163",45,3,TRUE,FALSE,"Ha",8.89e-08,204688.711344583,0.097,0.594112644519813,0.159
"7164",150,3,TRUE,FALSE,"Ha",8.23e-15,795960613086.757,0.000212,0.808742293428471,0.084
"7165",15,3,TRUE,TRUE,"H0",0.718,0.219406121616316,0.361,0.999946222407779,0.015
"7166",45,3,TRUE,TRUE,"H0",0.033,1.77946581261523,0.629,0.987205184777075,0.047
"7167",150,3,TRUE,TRUE,"H0",0.999,0.0248581425602194,0.548,0.779723909480047,4.4e-06
"7168",15,3,FALSE,TRUE,"H0",0.997,0.162635961812615,0.693,0.920770847354329,0.000158
"7169",45,3,FALSE,TRUE,"H0",0.984,0.0751995219823075,0.173,0.0193040571962921,0.00025
"7170",150,3,FALSE,TRUE,"H0",0.777,0.0316964427939775,0.154,1.73862396873892e-05,0.001
"7171",15,3,TRUE,FALSE,"H0",0.837,0.185342765682259,0.506,0.805668152886987,0.004
"7172",45,3,TRUE,FALSE,"H0",0.884,0.081032840263198,0.32,0.992077067735099,0.001
"7173",150,3,TRUE,FALSE,"H0",0.915,0.0270209533762353,0.168,0.287958783622953,0.000216
"7174",15,3,TRUE,TRUE,"Ha",0.263,0.558076313177161,0.514,0.512600312432239,0.071
"7175",45,3,TRUE,TRUE,"Ha",5.3e-05,1350.854123867,0.283,0.967883179592613,0.137
"7176",150,3,TRUE,TRUE,"Ha",1.24e-07,328550.60081028,0.368,0.901638358532877,0.067
"7177",15,3,FALSE,TRUE,"Ha",0.048,2.07237264607924,0.6,0.689122852565396,0.119
"7178",45,3,FALSE,TRUE,"Ha",0.083,0.83508439875513,0.511,0.241856894413723,0.038
"7179",150,3,FALSE,TRUE,"Ha",3.58e-11,6365522632.46367,0.54,8.06799071995101e-13,0.108
"7180",15,3,TRUE,FALSE,"Ha",0.012,5.64981632724576,0.766,0.999276046368595,0.14
"7181",45,3,TRUE,FALSE,"Ha",0.016,2.62035771670384,0.018,0.161437876327044,0.038
"7182",150,3,TRUE,FALSE,"Ha",4.68e-13,15564588469.4447,0.002,0.984632384779789,0.072
"7183",15,3,TRUE,TRUE,"H0",0.351,0.411091314101966,0.501,0.999352374413955,0.052
"7184",45,3,TRUE,TRUE,"H0",0.086,0.768841183092557,0.721,0.875145699767517,0.036
"7185",150,3,TRUE,TRUE,"H0",0.771,0.0319642484277694,0.16,0.132783100366093,0.001
"7186",15,3,FALSE,TRUE,"H0",0.607,0.250646730735891,0.641,0.602374353670768,0.023
"7187",45,3,FALSE,TRUE,"H0",0.017,4.27854744441262,0.351,0.291831324661711,0.062
"7188",150,3,FALSE,TRUE,"H0",0.399,0.0624228425002257,0.254,5.8386628865037e-13,0.004
"7189",15,3,TRUE,FALSE,"H0",0.009,6.20391525562528,0.881,0.973868165594835,0.128
"7190",45,3,TRUE,FALSE,"H0",0.111,0.471005923156181,0.00049,0.424577157158149,0.015
"7191",150,3,TRUE,FALSE,"H0",0.65,0.0387710536218701,0.072,0.822686841576529,0.00087
"7192",15,3,TRUE,TRUE,"Ha",0.882,0.181825335775177,0.782,0.34875999541562,0.007
"7193",45,3,TRUE,TRUE,"Ha",0.008,8.62593755500682,0.574,0.841471066898373,0.071
"7194",150,3,TRUE,TRUE,"Ha",3.38e-07,105684.108026802,0.182,0.298973961138009,0.063
"7195",15,3,FALSE,TRUE,"Ha",0.016,5.69235371925721,0.131,0.470501467906171,0.161
"7196",45,3,FALSE,TRUE,"Ha",0.003,25.2997749956509,0.196,0.0153884495427634,0.086
"7197",150,3,FALSE,TRUE,"Ha",8.96e-10,71896493.3605336,0.615,6.27447372947287e-08,0.089
"7198",15,3,TRUE,FALSE,"Ha",0.051,1.53055917001974,0.05,0.935449121806892,0.08
"7199",45,3,TRUE,FALSE,"Ha",0.013,2.98645371389461,0.444,0.175397612176159,0.034
"7200",150,3,TRUE,FALSE,"Ha",1.2e-08,841797.563558454,0.001,0.369669051691264,0.045
"7201",15,3,TRUE,TRUE,"H0",0.138,1.02738659451358,0.956,0.973421438529279,0.101
"7202",45,3,TRUE,TRUE,"H0",0.66,0.104461055577019,0.506,0.0539857887239689,0.005
"7203",150,3,TRUE,TRUE,"H0",0.595,0.0425774261149174,0.073,0.98269913449073,0.002
"7204",15,3,FALSE,TRUE,"H0",0.32,0.454155302693866,0.321,0.838204833254216,0.057
"7205",45,3,FALSE,TRUE,"H0",0.176,0.435509668274951,0.272,0.480836676195689,0.028
"7206",150,3,FALSE,TRUE,"H0",0.479,0.0518153563280556,0.866,6.96120938670219e-12,0.003
"7207",15,3,TRUE,FALSE,"H0",0.99,0.1640912416622,0.276,0.999572504451587,0.000398
"7208",45,3,TRUE,FALSE,"H0",0.133,0.406375791253143,0.000238,0.120777857190928,0.021
"7209",150,3,TRUE,FALSE,"H0",0.439,0.0547877669445067,0.022,0.841968491293311,0.002
"7210",15,3,TRUE,TRUE,"Ha",0.047,2.25065046953666,0.737,0.979329172326911,0.125
"7211",45,3,TRUE,TRUE,"Ha",8.98e-05,909.112201406587,0.719,0.406546155707365,0.133
"7212",150,3,TRUE,TRUE,"Ha",4.87e-06,8460.11580035832,0.045,0.87465503821585,0.053
"7213",15,3,FALSE,TRUE,"Ha",0.329,0.391202287780618,0.952,0.909099850909038,0.042
"7214",45,3,FALSE,TRUE,"Ha",9.78e-05,487.106417580683,0.989,0.375186209866181,0.118
"7215",150,3,FALSE,TRUE,"Ha",1.52e-06,30707.8100984574,0.432,0,0.059
"7216",15,3,TRUE,FALSE,"Ha",0.161,0.639427746782694,0.448,0.974499942828448,0.053
"7217",45,3,TRUE,FALSE,"Ha",6.46e-06,2867.37555816004,0.098,0.562480949460528,0.093
"7218",150,3,TRUE,FALSE,"Ha",1.81e-12,4118206501.44335,0.000291,0.959820634086893,0.067
"7219",15,3,TRUE,TRUE,"H0",0.495,0.312480876507618,0.434,0.598171272413628,0.039
"7220",45,3,TRUE,TRUE,"H0",0.687,0.102243457252563,0.475,0.92891064862462,0.006
"7221",150,3,TRUE,TRUE,"H0",0.084,0.304680914478655,0.658,0.972234276851799,0.011
"7222",15,3,FALSE,TRUE,"H0",0.894,0.178553806727227,0.284,0.949511059537894,0.006
"7223",45,3,FALSE,TRUE,"H0",0.103,0.65181760535351,0.599,0.0924922529966222,0.034
"7224",150,3,FALSE,TRUE,"H0",0.042,0.623375948487483,0.085,6.6213775573587e-09,0.014
"7225",15,3,TRUE,FALSE,"H0",0.386,0.329393456650211,0.007,0.566541611752352,0.028
"7226",45,3,TRUE,FALSE,"H0",0.319,0.186226046799606,0.011,0.815707802311536,0.01
